INISIAL ,RESPON,LEVEL KOMPETENSI,English,Summaries
LMSR,Ketika Istri harus dirawat di Rumah Sakit Umum  sedang tugas pekerjaan banyak dan harus dilaksanakan  adapun untuk menghadapi tetap bertanggungjawab atas pekerjaan dan merawat istri    Yang saya lakukan dengan membagi waktu serta meminta bantuan saudara dalam merawat Istri  selama saya melaksanakan pekerjaan  Pekerjaan harus saya selesaikan dulu sesuai dengan tangung jawab saya  ,1,"When my wife has to be treated at the General Hospital, there are a lot of work assignments that have to be carried out. As for dealing with remaining responsible for work and caring for my wife, what I do is by dividing my time and asking for your help in looking after my wife while I carry out the work. I must complete the work first according to my responsibility. answer me","When my wife has to be treated at the General Hospital, there are a lot of work assignments that have to be carried out."
LMSR,Dikerenakan ada 2 kegiatan yang penting  maka Saya menugaskan rekan kerja untuk mewakili saya  ketika ditugaskan ternyata tidak hadir pada waktunya  oleh sebab itu untuk menyikapinya saya suka menugaskan rekan lain untuk membantu mengerjakan tugas agar sesuai waktu selesai seandainya rekan yang awal tidak hadir ,1,"Because there are 2 important activities, I assign a colleague to represent me when I am assigned but it turns out he is not present on time, therefore, to respond to this, I like to assign another colleague to help with the task so that it is completed on time if the original colleague is not present.","Because there are 2 important activities, I assign a colleague to represent me when I am assigned."
MI,Pada Tahun 2005 saat menjadi Kasubag Pertanahan di Setda  pada waktu pembebasan tanah  Uang pembebasannya sudah cair untuk dibayarkan kepada pemilik tanah  disisi lain saya sedang sangat membutuhkan uang  Peluang untuk memperoleh uang dari pemilik tanah cukup terbuka dengan dalih untuk biaya pengurusan a  b  c  akan tetapi saya saat itu tidak melakukannya karena berfikir bahwa uang ini bukan hak saya tapi hak pemilik tanah dan saya tidak mau terjerat masalah hukum  sehingga saya merealisasikan pembayaran tersebut tanpa dipotong sedikitpun kecuali untuk pembayaran pajak ,2,"In 2005, when I was Head of the Land Subdivision at the Regional Secretariat at the time of land acquisition, the acquisition money had already been disbursed to be paid to the land owner. On the other hand, I was in dire need of money. The opportunity to get money from the land owner was quite open under the pretext of processing costs a b c, but at that time I didn't I did it because I thought that this money was not my right but the land owner's and I didn't want to get into legal trouble so I made the payment without any deductions except for tax payments.","In 2005, when I was Head of the Land Subdivision at the Regional Secretariat, the acquisition money had already been disbursed to be paid to the land owner."
MI,Di beberapa tempat kerja  saya merasakan penerapan kepatuhan terhadap aturan dan norma di antara rekan kerja atau organisasi masih belum optimal  seperti terdapat bawahan dan rekan yang sering terlambat apel pagi  terlambat kembali ke kantor setelah jam istirahat  main game saat jam kerja  Yang saya lakukan pada saat situasi tersebut adalah saya suka menyapa langsung yang bersangkutan atau mengajak ngobrol untuk memberi masukan  sampai pernah di Bagian Pemerintahan Setda saat itu membuat motto  Disiplin  Loyalitas dan Semangat  juga pada saat breefing hal tersebut sering saya sampaikan  Kalau pada saat menjadi Kabid Tibum saya pernah menghukum anggota dengan hukuman fisik berupa lari bagi anggota yang tidak mematuhi aturan,2,"In several workplaces, I feel that the implementation of compliance with rules and norms among colleagues or organizations is still not optimal, such as there are subordinates and colleagues who are often late for morning calls, late returning to the office after break time, playing games during working hours. What I do in this situation I like to greet the person concerned directly or invite them to chat to give input, until once in the Government Section of the Regional Secretariat at that time I created the motto Discipline, Loyalty and Enthusiasm, and during briefings I often conveyed this. When I was Head of Tibum, I once punished members with physical punishment in the form of run for members who do not comply with the rules","In several workplaces, I feel that the implementation of compliance with rules and norms is still not optimal."
SH,Suatu ketika sewaktu saya jadi Kuasa BUD  Bendahara Umum Daerah  ada seseorang Pihak Ketiga  teman sekolah  minta bantuan untuk percepatan pencairan pembayaran untuk meminta kemudahan dalam hal persyaratan yang harus dilengkapi  karena teman saya itu sebelumnya melalui staf di BUD dan ada kekurangan berkas yang harus segera dilengkapi  kemudian saya panggil teman saya tersebut ke kantor dan diberikan pemahaman bahwasanya apa yang staf BUD minta persyaratan tersebut sudah sesuai dengan peraturan yang berlaku  karena kalau didahulukan penerbitan SP2D  Surat Perintah Pencairan Dana  tanpa dilengkapi persyaratan yang benar maka akibatnya saya telah melanggar Peraturan Pemerintah Nomor 12 Tahun 2019 tentang Pengelolaan Keuangan Daerah,2,"One time, when I was the Regional General Treasurer of BUD, a third party friend from school asked for help to speed up the disbursement of payments to ask for convenience in terms of the requirements that had to be completed because my friend had previously gone through the staff at BUD and there was a shortage of files that had to be completed immediately, then I called my friend to the office and was given an understanding that what the BUD staff asked for, the requirements were in accordance with the applicable regulations because if the SP2D issuance of the Fund Disbursement Order was prioritized without the correct requirements being completed then the result would be that I would have violated Government Regulation Number 12 of 2019 concerning Management Regional Finance","One time, when I was the Regional General Treasurer of BUD, a third party friend from school asked for help to speed up the disbursement of payments."
SH,Pada suatu waktu ada rekan saya memberikan mutasi Barang Milik Daerah tanpa terlebih dahulu dibuat Berita Acara Mutasi Barang antar SKPD  seharusnya sesuai SOP dibuat dulu Berita Acara Serah Terima Barang dan dilaporkan terlebih dahulu ke Pimpinan OPD  karena apabila BMD tersebut diserahkan ke SKPD lainnya dan BMD tersebut hilang maka yang bertanggungjawab secara administrasi dan fisik menganut kepada catatan di KIB  Kartu Inventaris Barang  dimana BMD tersebut tercatat  maka dengan demikian BPKD lah yang harus bertanggungjawab karena BMD tersebut belum dihapuskan di KIB  karena penghapusan KIB harus berdasarkan kepada BAST antar  SKPD atau karena penghapusan  maka pada saat itu saya tarik kembali BMD tersebut serta saya memberikan teguran peringatan kepada rekan kerja  karena hal tersebut bertentangan dengan Peraturan Menteri Dalam Negeri Nomor 19 Tahun 2016 tentang Pedoman Pengelolaan Barang Milik Daerah ,2,"At one time a colleague of mine gave a transfer of Regional Property without first making a Minutes of Movement of Goods between SKPDs which should be in accordance with the SOP. A Minutes of Handover of Goods should be made first and reported first to the OPD Leader because if the BMD is handed over to another SKPD and the BMD is lost then those who are administratively and physically responsible adhere to the records in the KIB of the Goods Inventory Card where the BMD is recorded, therefore the BPKD is the one who must be responsible because the BMD has not been written off in the KIB because the deletion of the KIB must be based on the BAST between SKPD or because of the deletion then at that time I am taking back the BMD and giving a warning to my colleagues because this is contrary to Minister of Home Affairs Regulation Number 19 of 2016 concerning Guidelines for Management of Regional Property",At one time a colleague of mine gave a transfer of Regional Property without first making a Minutes of Movement of Goods between SKPDs.
TF,Banyak hal yang terkait antara kepentingan pribadi khususnya terkait dengan keluarga dan pekerjaan tetapi semuanya harus berjalan dengan baik  Hal yang dilakukan sebagaiamana yang telah dialami adalah sebagai berikut   Menganalisis secara cepat sejauh mana tingkat kepentingan yang sedang terjadi saat itu  selama kepentingan pribadi masih bisa diselesaikan oleh pihak keluarga tentu saja kepentingan pekerjaan bisa didahulukan Apabila kepentingan pribadi tidak bisa diselesaikan oleh pihak keluarga  hal yang dilakukan diantaranya pengaturan waktu penyelesaian untuk pekerjaan didahulukan dan setelah itu baru penyelesaian kepentingan pribadi atau keluarga  Apabila kepentingan pribadi wajib didahulukan  prosedur ijin dan aturan akan ditempuh dan kepentingan pekerjaan tetap diselesaikan dengan mengoptimalkan fungsi delegasi dan koordinasi dalam tim efektif dilakukan dengan optimal dengan fungsi controlling melalui komunikasi yang efektif serta tepat pada setiap tahapan pekerjaan yang sedang dilakukan baik itu kepentingan keluarga maupun pribadi untuk memastikan semuanya terselesaikan ,3,"Many things are related to personal interests, especially those related to family and work, but everything must go well. Things to do as has been experienced are as follows. Analyze quickly the extent of the current interest level as long as personal interests can still be resolved by the family. Of course, work interests can take priority. If personal interests cannot be resolved by the family, things that can be done include setting a completion time for the work to take precedence and after that, personal or family interests can be resolved. If personal interests must come first, permission procedures and regulations will be followed and work interests will still be resolved. by optimizing the function of delegation and coordination within an effective team, it is carried out optimally with the controlling function through effective and precise communication at every stage of the work being carried out, whether for family or personal interests, to ensure everything is completed.","Many things are related to personal interests, especially those related to family and work."
TF,1  Penerapan kepatuhan terhadap aturan dan norma dikaitkan dengan tingkat pekerjaan masih belum optimal sebagaimana yang saya alami juga dikaitkan dengan tempat kerja saya   subag perencanaan dan bidang hortikultura dan perkebunan   diantaranya disebabkan oleh banyak faktor diantaranya tingkat usia  jarak tempat tinggal dan tempat kerja  motivasi kerja menurun  kompleksitas pekerjaan  capaian target pekerjaan dan hal lainnya yang terkadang memerlukan sikap toleransi kepada bawahan saya   2  Hal yang dilakukan untuk menyelesaikan masalah tersebut diantaranya dengan pemberian reward yang jelas  penyelesaian pekerjaan melalui online di tempat tinggal masing masing apabila pekerjaan tersebut harus selesai diluar jam kerja ataupun penyelesaian online apabila staf saya pada posisi bertugas di tempat yang lain   3  Selain itu  pembahasan terhadap norma dan aturan kerja yang berlaku pada setiap brifing staf selalu dibahas sebagai pemahaman kepada seluruh staf dalam posisinya sebagai ASN   4  Berdasarkan pengalaman  masalah tersebut dapat terselesaikan sehingga penerapan kepatuhan dan norma yang ada di dalam organisasi termasuk di dalamnya apel pagi  datang dan pulang tepat waktu  penyelesaian kinerja di unit kerja yang saya pimpin  ,3,"1 Implementation of compliance with rules and norms is related to the level of work which is still not optimal, as I experienced, it is also related to my workplace in the planning sub-section and the horticulture and plantation sector, which is caused by many factors including age level, distance between residence and workplace, work motivation decreases work complexity achieving work targets and other things that sometimes require an attitude of tolerance towards my subordinates 2 Things that are done to resolve this problem include providing clear rewards for completing work online at their respective residences if the work must be completed outside working hours or online completion if the staff I am in a position on duty in another place 3 Apart from that, discussion of the norms and work rules that apply at each staff briefing is always discussed as an understanding to all staff in their position as ASN 4 Based on experience, these problems can be resolved so that compliance and existing norms are implemented in The organization includes morning roll call coming and going home on time to complete performance in the work unit that I lead","Level of work is still not optimal, as I experienced."
YS,Saya belum pernah mengalami kepentingan konflik yang bersifat ekstrim terkait keluarga  misalnya orang tua sakit keras dan memerlukan dijenguk sesegera mungkin ketika saya sedang memiliki pekerjaan yang harus sesegera mungkin diselesaikan  Padahal sebagai seorang ASN telah terikat dalam sumpah yang harus mendahulukan kepentingan umum dibandingkan kepentingan pribadi atau golongan  Bilamana hal itu terjadi maka upaya yang akan dilakukan adalah meminta izin kepada atasan langsung dan meminta bantuan rekan kerja untuk menangani sementara pekerjaan tersebut di atas dengan terlebih dahulu memberikan penjelasan perihal pekerjaan dimaksud  Namun demikian di sisi lain sebagai bagian dari penyelenggara negara  konflik kepentingan pribadi dengan pekerjaan bila tidak dikelola dengan baik  salah satunya akan mendorong ke arah prilaku koruptif dan prilaku menyimpang lainnya dengan memanfaatkan fasilitas jabatan  kelemahan sistem ataupun keinginan untuk memperkaya diri sendiri atau orang lain  Oleh karena itu upaya pencegahan yang paling efektif adalah dengan tetap berpegang teguh pada sumpah ketika dilantik sebagai seorang PNS pegawai dan ketika dilantik sebagai seorang pemegang jabatan  Bahwa sumpah tersebut disamping disaksikan oleh manusia  juga disaksikan oleh Allah SWT  akan dihisab  dikemudian hari kelak   serta memperhatikan perundang  undangan dan kebijakan yang berlaku ,2,"I have never experienced extreme conflicts of interest related to family, for example my parents are seriously ill and need to be visited as soon as possible when I have work that must be completed as soon as possible. Even though as an ASN I am bound by an oath which must prioritize the public interest over personal or group interests. If that happens, the effort that will be made is to ask permission from the direct superior and ask for help from colleagues to temporarily handle the work mentioned above by first providing an explanation regarding the work in question. However, on the other hand, as part of the state administration, there is a conflict of personal interest with work if If it is not managed well, one of them will encourage corrupt behavior and other deviant behavior by taking advantage of the system's weak position facilities or the desire to enrich oneself or others. Therefore, the most effective prevention effort is to stick to the oath when appointed as a Civil servant employees and when appointed as an office holder, that this oath, apart from being witnessed by humans, will also be witnessed by Allah SWT, it will be taken into account in the future as well as taking into account applicable laws and policies.",I have never experienced extreme conflicts of interest related to family.
YS,Belum pernah  Namun demikian  bila hal itu terjadi maka beberapa hal yang dapat dilakukan adalah   pahami peraturan dan norma yang berlaku dalam organisasi  sering berkomunikasi dengan orang lain pihak lain terkait peraturan dan norma yang menjadi kesepakatan bersama untuk dipatuhi  lakukan identifikasi terhadap aturan dan norma yang belum optimal diterapkan  serta hargai pendapat orang lain ,2,"Never before. However, if this happens, several things that can be done are to understand the rules and norms that apply in the organization. Often communicate with other people regarding the rules and norms that have become a mutual agreement to be obeyed. Identify rules and norms that have not been implemented optimally. and respect other people's opinions",Never before.
ARS,Pernah saat hari libur saya mendapatkan undangan untuk menjadi narasumber terkait pembinaan SDM Panwascam di Bawaslu sementara saya sudah merencanakan kepentingan lain bersama keluarga   Akhirnya saya tetap menghadiri undangan bawaslu dan keluarga berangkat lebih dulu sesuai rencana  Setelah selesai kegiatan di bawaslu kemudian saya menyusul untuk menghadiri acara keluarga ,3,"Once, during a holiday, I received an invitation to be a resource person regarding the development of Panwascam human resources at Bawaslu while I was already planning other things with my family. In the end, I still attended Bawaslu's invitation and the family left first according to plan. After completing activities at Bawaslu, I followed to attend a family event.","Once, during a holiday, I received an invitation to be a resource person regarding the development of Panwascam human resources."
ARS,Ya pernah  Kepatuhan terhadap jam kerja merupakan salah satu kewajiban ASN  Pernah terdapat salah satu pegawai yang mangkir kerja beberapa hari  Hal itu membuat kecemburuan sosial diantara rekan kerja  Saya selaku Plt  Kepala BKPSDM memerintahkan kepada atasan langsung yang bersangkutan untuk melakukan pemanggilan dan sudah 3  tiga  kali pemanggilan yang bersangkutan tidak hadir  Saya dan atasan langsung mendatangi tempat tinggalnya tapi yang bersangkutan tidak ada di tempat  Akhirnya atasan langsung menjatuhkan sanksi disiplin sesuai kewenangan berupa pernyataan tidak puas dan disampaikan kepada keluarga yang bersangkutan  Setelah sanksi tersebut yang bersangkutan kembali masuk kerja dan saya lakukan pembinaan dan memotivasi yang bersangkutan untuk melaksanakan tugas dengan baik  Hal ini juga menjadi shock terapi bagi pegawai lainnya,3,"Yes, compliance with working hours is one of ASN's obligations. There was once an employee who was absent from work for several days. This caused social jealousy among co-workers. I, as the Acting Head of BKPSDM, ordered the direct superior concerned to make a summons and there have been 3 or three summons. The person concerned was not present. My superior and I went straight to his residence but the person concerned was not there. Finally, the superior immediately imposed a disciplinary sanction according to his authority in the form of a statement of dissatisfaction and conveyed it to the family concerned. After the sanction, the person concerned returned to work and I provided guidance and motivation. concerned to carry out their duties well. This is also a therapeutic shock for other employees",There was once an employee who was absent from work for several days.
IR,Konflik Kepentingan pribadi dan pekerjaan sering kali terjadi terutama dalam waktu yang bersamaan  Dalam menghadapi masalah ini kita harus melihat dulu urgensi dan skala prioritas dalam menyelesaikan permasalahan tersebut  misalnya ketika ada permasalahan pekerjaan yang secepatnya memerlukan penanganan sementara kepentingan pribadi dapat diundur atau diwakilkan kepada saudara yang lain  maka kepentingan pekerjaan menjadi skala prioritas untuk secepatnya diselesaikan  Begitu juga dalam hal sebaliknya apabila ada kepentingan pribadi seperti anak atau istri kita mendapatkan musibah kecelakaan dan secepatnya membutuhkan penanganan kita sebagai suami  sedangkan pekerjaan dapat didelegasikan ke bawahan maka kita akan memprioritaskan keluarga dengan tetap memperhatikan tugas pokok untuk diselesaikan secepatnya dengan bantuan staf dan pegawai yang lain ,3,"Conflicts of personal and work interests often occur, especially at the same time. In dealing with this problem we must first look at the urgency and priority scale in resolving the problem, for example when there is a work problem that requires immediate handling while personal interests can be postponed or delegated to another relative then Work interests become a priority scale to be completed as quickly as possible. Likewise, in the opposite case, if there are personal interests, such as our children or wives having an accident and immediately needing our attention as husbands, while work can be delegated to subordinates, we will prioritize the family while still paying attention to the main tasks to be completed. as soon as possible with the help of staff and other employees","Conflicts of personal and work interests often occur, especially at the same time."
IR,Pernah  situasinya ketika seluruh pegawai diharuskan untuk mengikuti apel pagi seuai dengan aturan  pada saat itu tidak semua pegawai mengikuti apel pagi  setelah selesai papel pagi saya melakukan pertemuan dengan melakukan tindakan secara persuasif sebagai bentuk teguran secara tidak langsung  dan apada apel berikutnya alhamdulillah para pegawai yang berada di Bagian Kesra mengikuti apel pagi dengan kesadaran yang tidak dipaksakan,3,"There was a situation when all employees were required to attend morning assembly in accordance with the regulations at that time. Not all employees attended morning assembly. After finishing morning assembly, I held a meeting by taking persuasive action as a form of indirect warning and at the next assembly, thank God, the employees who were there The People's Welfare section attended the morning assembly with an unforced awareness",There was a situation when all employees were required to attend morning assembly.
Sa,Kondisi dalam menghadapi konflik antara kepentingan pribadi dan pekerjaan adalah pada saat menyelesaikan permasalahan terhadap pencapaian target kinerja yang dilakukan oleh pejabat lama  dan hasil pemeriksaan temuan pada saat kita menjabat  maka secara keorganisasian temuan tersebut harus ditindaklanjuti oleh pejabat yang baru  Suka atau tidak temuan tersebut harus tetap diselesaikan walaupun harus menyita waktu dan pikiran  agar pelaksanaan tugas lainnya dapat berjalan dengan baik    adapun yang dilakukan pada saat itu adalah melakukan pengumpulan informasi sebanyak banyaknya  dan mengolah serta klarifikasi kepada orang orang yang berkepentingan pada kasus tersebut  melakukan pendekatan pendekatan secara personal kepada mereka yang terlibat  melakukan koordinasi dengan pihak pihak yang berkepentingan  dan selalu melaksanakan monitoring sejauhmana penyelesaiannya serta progress perkembangan penyelesaian kasus telah dilakukan  intinya memfasilitasi penyelesaian kasus temuan tersebut sampai selesai ,3,"The condition in dealing with conflicts between personal and work interests is that when resolving problems regarding the achievement of performance targets carried out by old officials and the results of audit findings when we were in office, organizationally these findings must be followed up by new officials. Like it or not, these findings must still be resolved. even though it has to take up time and thought so that the implementation of other tasks can run well, what was done at that time was to collect as much information as possible and process and clarify it to people who had an interest in the case, taking a personal approach to those involved, coordinating with interested parties and always monitor the extent of the resolution and progress in the development of case resolution",The condition in dealing with conflicts between personal and work interests is that these findings must be followed up by new officials.
AY,Seringkali dalam menjalankan pekerjaan yang menuntut penyelesaian dengan segera dan tertib yang menuntut dilaksanakan di luar jam kerja dan hal ini terkadang berbenturan dengan adanya kepentingan pribadi atau keluarga yang secara bersamaan harus diselesaikan  Dalam kondisi tersebut awalnya selalu muncul pilihan pilihan yang mana yang harus dikerjakan terlebih dahulu  Dalam hal ini  saya selalu melihat urgensi dari pilihan tersebut dengan mengambil beberapa langkah langkah bilamana saya memilih suatu pekerjaan dengan tanpa mengesampingkan kepentingan yang lain  Sebagai contoh bilamana ada pekerjaan yang menuntut segera dilaksanakan karena bilamana tidak  akan mengganggu terhadap pelayanan kepada pimpinan maupun ke masyarakat dan secara bersamaan saya ada kepentingan keluarga  maka hal hal yang saya lakukan adalah     Mendahulukan kepentingan dinas untuk pelayanan kepada masyarakat dengan memberikan pengertian kepada keluarga untuk memaklumi keadaan pekerjaan yang saya lakukan demi kepentingan orang yang lebih banyak     Apabila kepentingan keluarga menuntut harus diperhatikan  maka saya akan meyakinkan dan memberikan delegasi untuk mewakili melaksanakan kegiatan dinas tersebut dengan tetap memonitor pelaksanaan dan hasilnya  ,3,"Often in carrying out work that demands immediate and orderly completion which requires it to be carried out outside working hours and this sometimes clashes with personal or family interests which must simultaneously be resolved. In these conditions initially a choice always arises as to which option should be done first. In this case, I always see the urgency of this choice by taking several steps when I choose a job without neglecting other interests. For example, if there is a job that requires it to be carried out immediately because it will not interfere with service to the leadership or to the community and at the same time I If there are family interests then what I do is put the interests of the service first in order to serve the community by providing understanding to the family to understand the circumstances of the work that I do for the benefit of more people. If the interests of the family demand that it be taken into account then I will convince and provide a delegation to represent carry out the official activities while continuing to monitor the implementation and results",Often in carrying out work that demands immediate and orderly completion and this sometimes clashes with personal or family interests.
AY,Dalam organisasi bahwa kepatuhan terhadap norma dan aturan selalu ada yang belum dipahami dan di jalankan oleh rekan kerja  Untuk kepatuhan terhadap aturan relatif bisa diingatkan untuk kembali dipatuhi bersama bahwa kita selaku pemerintah dan pelayan masyarakat dalam melaksanakan pekerjaan tidak terlepas dari aturan aturan yang sudah jelas dalam mengarahkan dan sebagai pedoman dalam setiap pelaksanan pekerjaan  sebagai contoh bahwa perlunya pemahaman tentang pekerjaan perencanaan  monitoring dan evaluasi yang harus dilakukan oleh semua unit kerja untuk melihat pelaksanaan tugas sudah sejalan dengan aturan yang berlaku  Untuk penerapan norma terkadang perlu ekstra karena menurut saya terkait norma akan bergantung kepada karakter individu yang terkadang sulit untuk di tebak dalam beberapa situasi kondisi  Hal ini menuntut untuk selalu memberikan pemahaman baik melalui secara pertemuan umum maupun kepada individu nya agar semua rekan kerja dan diri sendiri yakin bahwa dengan menjalankan aturan dan norma yang ada akan membuat organisasi selalu dapat menjalankan semua pekerjaan dengan baik dan terhindar dari hal hal yang akan merugikan organisasi dan individu itu sendiri ,3,"In organizations, there is always compliance with norms and rules that are not yet understood and implemented by co-workers. For compliance with relative rules, you can be reminded to re-comply with them that we as government and public servants in carrying out our work cannot be separated from the rules that are clear in directing us. and as a guideline in every work implementation, for example, it is necessary to understand the monitoring and evaluation planning work that must be carried out by all work units to see that the implementation of tasks is in line with the applicable rules. To apply norms, sometimes extra is needed because in my opinion, regarding norms, it will depend on character. individuals who are sometimes difficult to predict in certain situations. This requires always providing understanding both through general meetings and to individuals so that all colleagues and oneself are confident that by implementing existing rules and norms, the organization will always be able to carry out all work well and avoid things that will harm the organization and the individual themselves","In organizations, there is always compliance with norms and rules that are not yet understood and implemented."
AS,Untuk menghadapi konflik antara pribadi dan pekerjaan  kita harus memiliki keseimbangan antara pekerjaan dan kehidupan luar sehingga kita tetap sehat secara fisik  emosional  dan mental  Resiko pekerjaan sering kali berbenturan dengan kepentingan pribadi utamanya waktu untuk keluarga  Yang saya lakukan saya akan mengerjakan semua pekerjaan kantor sebaik baiknya pada saat jam kerja  Saat berada di rumah saya akan meninggalkan ponsel dan tidak menyentuhnya selama berjam jam memanfaatkan waktu bersama keluarga dan apabila ada pekerjaan yang harus dikerjakan di rumah akan dilakukan setelah saya meluangkan waktu sejenak untuk bersantai atau bercengkrama dengan keluarga ,1,"To deal with conflicts between personal and work, we must have a balance between work and outside life so that we remain healthy physically, emotionally and mentally. The risks of work often clash with personal interests, especially time for family. What I do is I will do all office work as best as possible at the time. working hours When I'm at home I will leave my cellphone on and not touch it for hours, take advantage of time with my family and if there is work that needs to be done at home I will do it after I have taken a moment to relax or chat with my family","The risks of work often clash with personal interests, especially time for family."
AS,Pernah  Perbedaan kepribadiajn dari masing masing karyawan sangat berpengaruh terhadap kinerja suatu organisasi yang dilakukan sebagai seorang pemimpin adalah memahami karakter masing masing karyawan serta memahami kekurangan dan kelebihannya sehingga kita bisa menggerakkan seluruh sumber daya yang ada untuk mencapai tujuan organisasi ,1,The differences in personality of each employee have a big influence on the performance of an organization. What we do as a leader is to understand the character of each employee and understand their strengths and weaknesses so that we can mobilize all existing resources to achieve organizational goals.,The differences in personality of each employee have a big influence on the performance of an organization.
DM, ketika saya harus mengantarkan orang tua yang sakit mendadak saat jam pekerjaan  saya harus memberitahukan kepada atasan dan bawahan saya sekaligus meminta ijin untuk mengantarkan orang tua ke instansi kesehatan  membagi tugas habis pekerjaan kepada bawahan dan setelah tuntas supaya melaporkan hasilnya kepada saya untuk di laporkan kembali kepada atasan saya ,2,"When I have to take my parents who are suddenly sick during work hours, I have to notify my superiors and subordinates and at the same time ask for permission to take my parents to the health agency, distribute work-related tasks to my subordinates and after completion, report the results to me to report back to my superiors. I","When I have to take my parents who are suddenly sick during work hours, I have to notify my superiors and subordinates."
DM, bahwa setiap pegawai berdasarkan aturan disiplin asn diwajibkan melaksanakan apel pagi maupun apel siang sore  akan tetapi belum semua pegawai melaksanakan aturan kewajiban tersebut dengan berbagai macam alasan  ijin  sakit  tugas luar  dan lain lain   setiap pegawai baik rekan sejawat maupun bawahan  dalam melaksanakan apel pagi maupun apel siang sore diadakan pengabsenan dan di tanyakan alasan ketidakhadiran serta di buatkan daftarnya secara tertulis sebagai bahan evaluasi harian untuk di laporkan kepada pimpinan ,2,"that every employee, based on the ASN disciplinary rules, is obliged to carry out morning roll call and afternoon roll call, but not all employees carry out this obligation rule due to various reasons, sick leave, outside work, etc. Every employee, both colleagues and subordinates, carries out morning roll call and afternoon roll call. attendance is held and the reasons for the absence are asked and a list is made in writing as daily evaluation material to be reported to the leadership","Every employee, both colleagues and subordinates, carries out morning roll call and afternoon roll call."
IZ,Biasanya yang akan saya lakukan adalah membuat pertimbangan sisi normatif dan hukum dari stuasi tersebut  Kemudian  saya akan ambil keputusan dari resiko terkecil berdasarkan pertimbangan hukum dan normatif suatu masalah ,2,Usually what I will do is consider the normative and legal side of the situation. Then I will make a decision based on the smallest risk based on legal and normative considerations of a problem.,Usually what I will do is consider the normative and legal side of the situation.
IZ,Pernah  pada saat pemenuhan standar pelayanan publik pada suatu unit kerja  Kemudian  pada saat itu saya perintahkan kepada staf saya untuk melakukan pemenuhan standar pelayanan publik sebagaimana yang diatur dalam peraturan perundang undangan ,2,"Once when I was fulfilling public service standards in a work unit, then at that time I ordered my staff to fulfill public service standards as regulated in statutory regulations.","Once when I was fulfilling public service standards in a work unit, then at that time I ordered my staff to fulfill public service standards as regulated in statutory regulations."
DH,Pandangan pertama adalah tingkat urgensi dari kepentingan itu sendiri  kalau bisa ditimbang mana takaran yang lebih berat  pribadi atau pekerjaan  Hari selasa 24 Juli 2007 mungkin salah satu  konflik  yang pernah dialami  saat itu menjabat sebagai Kasi Pemberdayaan Masyarakat dan Desa di Kecamatan Mangunjaya  sekarang menjadi salah satu kecamatan di Kabupaten Pangandaran   Saya lagi memimpin rapat untuk pengajuan bantuan sosial di Desa Jangraga saat mendapat kabar melalui sms  belum menjamur medsos pada waktu itu  bahwa istri sudah di rumah orang tuanya  dirasa  siap melahirkan anak pertama kami  cemas iya tegang tidak terlalu karena istri saya sendiri masih bisa tenang naik angkutan umum ke Panumbangan yang berjarak kurang lebih 30 km dari rumah kami  Poin poin rapat dipercepat minta izin ke atasan  Camat  dan malam hari saya sudah sampai di klinik tempat istri melahirkan anak pertama kami  my boy NMS   Masih saat bertugas di Mangunjaya  waktu itu sedang persiapan pembagian bantuan alat  alat sekolah bagi anak didik yang dinilai kurang beruntung  dapat kabar beberapa rumah  warga di pinggir Sungai Citanduy terkena musibah longsor  ceritanya waktu itu saya menjabat sebagai Presidan Rukun Tetangga  Ketua RT   dalam kondisi ini melihat urgensi pekerjaan tidak terlalu membutuhkan kehadiran saya karena bisa ditangani staf  memberi tahu ke atasan kondisi yang terjadi dan tanpa menunggu lebih lama langsung meluncur untuk mengetahui kondisi warga tercinta yang terkena musibah longsor   Intinya menimbang urgensi dan tetap tenang menentukan prioritas ,2,"The first view is the level of urgency of the interests themselves, if you can weigh which is heavier, personal or work. Tuesday, July 24 2007, perhaps one of the conflicts that was experienced when he was serving as Head of Community and Village Empowerment in Mangunjaya District, now one of the sub-districts in Pangandaran Regency I was chairing a meeting to apply for social assistance in Jangraga Village when I received news via SMS that had not yet spread on social media at that time that my wife was already at her parents' house and felt ready to give birth to our first child. We were worried, yes, not too tense, because my own wife was still able to calm down. public transport to Panumbangan which is approximately 30 km from our house. The points for the meeting were expedited, asking for permission from the sub-district superior and in the evening I arrived at the clinic where my wife gave birth to our first child, my boy, NMS. Still on duty in Mangunjaya at that time I was preparing to distribute aid. school equipment for students who are considered less fortunate. I received news that several residents' houses on the banks of the Citanduy River had been hit by landslides. The story is that at that time I served as President of the Neighborhood Unit, Head of the RT. In this condition, seeing the urgency of the work, it did not really require my presence because it could be handled by the staff. to the superior regarding the situation that occurred and without waiting any longer immediately went straight to find out the condition of the beloved residents who were affected by the landslide. The point is to weigh the urgency and remain calm in determining priorities","The first view is the level of urgency of the interests, if you can weigh which is heavier, personal or work."
